Date,_cached_page_id,_template,_type,url,Text
['2018-01-26 00:00:00'],49a09a7a42a4aa63dee5ca78606d1c36f64d0762,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/nyx-epic-ink-liner-sex-proof,
['2017-02-25 00:00:00'],f6ee64e062163c3006f5312113a66c9afbe45adf,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/most-flattering-brunette-hair-colors-for-every-skin-tone,
['2017-01-26 00:00:00'],d9ebf1b4a7c1d5f7d9a347a1e0043fe43f7daa1d,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/the-jaclyn-hill-palette-sneak-peek,
['2017-12-12 00:00:00'],aefce3c6185a77c693f78804722b188755a8d62c,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/why-your-hair-hurts?mbid_relatedlink,
['2017-07-21 00:00:00'],3e81cc3d71c152f741e392a77f6067b923299ffb,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/rainbow-hair-transformations-on-natural-hair?intcid=inline_amp,
['2017-05-24 00:00:00'],c5754e3b0ce355b30e405e1a9a981b1e49f68aff,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/queen-elizabeth-essie-ballet-slippers,
,0bce4299ef50db4c33e2a8d23ceda3066c28dfbd,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/7-black-owned-cosmetic-brands-to-watch,"['Shea Moisture For Richelieu Dennis, founder of Sundial Brands, the company that makes SheaMoisture , business is a family affair. SheaMoisture is inspired by Dennis’s grandmother, Sofi Tucker, who made shea butter soaps to support her family in Sierra Leone after she became a widow at the age of 19. Dennis founded the brand with his his mother, Mary Dennis, and his former college roommate, Nyema Tubman, to address hair and skin needs he says had been “traditionally ignored by mass market beauty companies.” (The company addressed the issue of exclusion with a buzzy #BreakTheWalls campaign last year.) Shea butter sourced from Ghana plays a role in all of the products, and Dennis has also incorporated the recipes handed down by Tucker into the line. Grandma Sofi probably never imagined that her soap-=making would lead to this kind of success, but we’re guessing SheaMoisture will be around for generations to come. Star product: Coconut & Hibiscus Curl Enhancing Smoothie , an oil-rich styler great for smooth, defined twist-outs.']"
['2017-01-19 00:00:00'],b39d30e7c1183bca59934f96b06c64cd1d36ab12,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/morphe-matte-liquid-lipsticks-are-almost-here,
['2017-10-01 00:00:00'],4d8a4ea7ce379a22a65cd910576c4af702315f9b,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/kim-kardashian-hinted-khloe-kylie-pregnancy-instagram,
['2017-03-23 00:00:00'],6a885e4398d69a0f91061ca0a235a99c1a3e9934,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/the-morphe-ready-set-gold-palette-has-finally-been-released,
['2017-02-14 00:00:00'],ffc3cd93947b797fec0eb570bdae26dfc312b427,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/hairstylists-give-best-hair-advice,
['2017-08-17 00:00:00'],f4ebf5bc20cd4394bc58cad245473d17baf806f5,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/grandmother-hair-transformation,
,0497f15a93494afe32c43782653317bcaf97ffac,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/best-smudge-proof-gel-eyeliners,"[""Mua Professional Intense Color Gel Eye Liner $8 ( cvs.com ) Here's a little off-the-radar drugstore brand worth checking out, particularly this budgeproof liner that delivers the same slick glide and saturated color of way pricier pencils. The one caveat: The tip wears down quickly, so plan on frequent sharpening.""]"
['2018-02-09 00:00:00'],10b164a729c22ff763cd511538da57f7175a177b,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/editors-favorite-mascaras,
['2017-01-05 00:00:00'],12cc53dd1b924775e1116c57fed8ed87a26d3f60,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/anastasia-beverly-hills-pro-lip-palette-vol-1-launch?mbid_relatedlink,
['2016-09-25 00:00:00'],00fdc3b02ec04ba5f259ea9c013df23995845527,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/digital-detox,
['2017-06-05 00:00:00'],e0b48a98b30942ea642479809816d2a8d5a20545,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/how-conbody-founder-coss-marte-took-his-workouts-from-prison-to-saks-fifth-avenue,
['2017-02-16 00:00:00'],e8327f4ea51c2dceb7b42f7d4412db636b62590f,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/under-the-radar-lipstick-brands,
['2016-12-19 00:00:00'],3992d63eb834e1689c2a19a9439aa5528073e0d9,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/lancome-le-metallique-lipstick?mbid_relatedlink,
['2017-09-29 00:00:00'],696bd87dd7dfefe1fcc8bfc5ee07064e1b8499fe,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/ariana-grande-workout-class-hong-kong,
['2017-09-07 00:00:00'],d1ab3c168d6cf6995cd147fb81ecc7e51c67db62,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/huda-kattan-mcdonalds-brows,
['2017-02-11 00:00:00'],b2a30e0860c3a8c6f52248863023d53a1d2d5a0b,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/valentines-day-traditions-around-the-world,
['2016-09-23 00:00:00'],296d34e611a8d7ffc2b59210b01b532f562ec6e1,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/hard-candy-metallic-matte-lipsticks,
['2017-05-01 00:00:00'],283d5abaa015c26d1a1556bf15276288443715a2,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/christian-louboutin-metalinudes-launch,
['2017-05-21 00:00:00'],c4a995ebdb6a81a6727d0f3c341194e1f6ec35fb,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/beyonce-push-party,
['2017-06-23 00:00:00'],9619197d6c20200d478fefc437a7e5c3e8867948,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/observing-ramadan-in-bali-meaning,
['2017-08-30 00:00:00'],93572f8251326c34991ebbba171059a389176012,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/nashville-statement-worst-quotes-condemning-lgbtq-people,
,d75d89547a4f29315633b8da43617be7077f16a2,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/valentines-day-gift-ideas?mbid_relatedlink,"[""A Trip to Morocco This year I've made the resolution to stop splurging on clothes so that I can travel as much as possible. I started off the year with an adventure to Iceland , and my next trip is to Marrakech, where I can finally see the Majorelle Garden (shown above). I guess you could consider it a Valentine's Day gift to myself."", 'Sophia Panych, Deputy Digital Beauty Director']"
['2016-02-10 00:00:00'],fa1743cd2351d84f79a7c2e084cd7c87ff38f048,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/colourpop-cosmetics-facts,
['2017-10-08 00:00:00'],3fd07a306a923e16ea0340d281286ccd008a1f1f,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/ariana-grande-grey-hair,
['2017-01-04 00:00:00'],9770deca91b3f014cb90869ea15056cbb115e3a5,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/christian-louboutin-beauty-loubichrome-nail-polish,
['2017-11-08 00:00:00'],507aca798359de61a02616c0bb5d0367bd261291,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/nyfw-ss18-bcbg-max-azria-stila-shimmer-and-glow-liquid-eye-shadow,
['2017-04-10 00:00:00'],00647bdf3b15ccd741a6c7c6dd164c6412b46fc8,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/pregnancy-skin-issues?mbid_relatedlink,
['2017-03-29 00:00:00'],72c42ee41b466b9d2dab58465431728b2e7a80db,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/best-new-hair-accessories,
['2017-05-17 00:00:00'],903e92e28c4a543112f1e1408114f012fbb0e44f,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/joss-whedon-short-film-shows-what-losing-planned-parenthood-could-be-like?mbid_relatedlink,
['2016-09-21 00:00:00'],56bb160465abcdae8a4f8fe19026948a46969293,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/cool-adjustable-mascara-wands-brushes,
['2018-01-19 00:00:00'],e48f73cbc48de7d2ad50a82e4153b7ad4643a4cf,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/herbivore-botanicals-pink-cloud-rosewater-moisture-cream,
,844d82ecf3080d9d6fbbc540bd8be28dfe44ea30,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/best-spring-2014-fashion-week-makeup-looks,"['Red Lips at Altuzarra When makeup artist Tom Pecheux describes a look as ""the best makeup of the season,"" you know it\'s going to be good. The dewy skin, cherry red lips, and whitewashed eyes at Altuzarra were nothing short of ethereal. Pecheux dusted M.A.C. Eye Shadow in Gesso, a chalky powder, on the cheekbones and swiped the same shade on the eyes, applying it lightly with a fluffy brush. ""If you use a brush that\'s the slightest bit hard, you\'re going to create something opaque and look like a panda,"" said Pecheux. ""I wanted it to be pure."" He painted M.A.C. Lip Mix in Red on the lips and topped them with loose red pigment for a velvety finish.']"
['2018-03-20 00:00:00'],abf628fa49b27e5d2fb156806ec9a9cf30614a6d,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/realistic-diamond-lace-front-wig-with-side-part,
['2017-12-27 00:00:00'],1b047e6f6f432ea39a5e63403c4a6169bfa141a5,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/lilly-ghalichi-mir-license-photo-makeup-artist,
['2017-12-22 00:00:00'],bb5b567ffbbb2561ace8ce20d62aa05877c2c04d,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/wearing-makeup-holiday-stress,
,cdd3bd42f6e099577e55bb238e9c7b2d1e23aad8,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/dkny,"[""Gotta love matching brights. The show's orangey lip was the same shade as the dress Karlie Kloss wore down the runway.""]"
,58a6e6ee44ad08f710c1935f48b903402c95c2b9,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/kakadu-plum-skin-hair-products,"[""DermaDoctor Kakadu C Amethyst Clay Detox Mask It's the color of a grape Popsicle and smells just as sweet, but it's better because it won't stain your whole mouth. In addition to promoting a glow-y, even skin tone (thanks, kakadu plum), this thick mask contains kaolin and bentonite clays to deep clean and absorb oil, glycerin to moisturize, and lactic acid to gently exfoliate. It's so good that you (probably) won't even care that you look like Violet Beauregarde while you're wearing it.""]"
['2018-03-07 00:00:00'],7dbeb3f774619eed3dacafc3f2d0f8f183c63c89,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/sephora-new-exclusive-products-30-days-only,"['Benefit Blush Bar Talk about a true blockbuster. This grabbable palette combines Benefit’s iconic blushes and bronzers, like Dandelion and Hoola. The kit also includes a full-size pan of the new Gold Rush blush. $58 ( Shop Now )']"
['2017-04-19 00:00:00'],b05853c5a9f7245b5260503ca567c1620a039c92,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/how-to-become-a-victorias-secret-angel,
,18a0685005aafc0ccc4f074f7ebf5cb132e6e83a,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/beauty-editor-sophia-panych-favorite-winners,"[""Make Up for Ever Ultra Hd Invisible Cover Foundation I do a lot of on-camera appearances for Allure and have always relied on Make Up For Ever's HD foundation. But with most cameras (and phones!) changing to 4K lenses, which are even higher-resolution than the HD, I'm switching to the brand's new Ultra HD Invisible Cover Foundation . It has the same great coverage and texture as the original HD Invisible Cover Foundation, but now the pigments look even more invisible on your skin.""]"
['2017-07-24 00:00:00'],54805e5524f041380a9c06550366e70716c6bb70,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/find-the-best-haircut-for-your-face-shape,
,ca29fb84bedd6437cfbd8927ddedb7c07b11466c,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/celebrity-beauty-and-style-teams,"['Sophia Bush ""No one helped me today. I usually do my own hair and makeup, honestly. Look, hair and makeup are expensive. I also have terrible ADD. When I\'m at home for a day, I want to play with my dogs. I want to make breakfast in my kitchen. I don\'t want to sit in a chair. So I like to get ready as quickly as possible.""']"
['2017-08-25 00:00:00'],5ce4ac3639ce595b9cafd6d2b99d006e43884ea1,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/most-flattering-haircuts-for-women-in-their-forties,
['2017-07-22 00:00:00'],8066e716d6b471ad655eca6ba8780eaa7267ecc2,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/beginner-butt-plug-anal-play-advice,
['2016-12-26 00:00:00'],bdd6f665eeb2a4800dbafab7e6e004960ac9d409,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/december-2016-editors-favorites-beauty-products,
['2018-02-16 00:00:00'],ceff5356713a169e1c3e2939f83e415c040799f2,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/best-new-sex-toys-products-2018-avn-awards,
['2018-01-03 00:00:00'],f9f0b6d1c6579c8b547398679b6dd32f28bf923e,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/selena-gomez-coach-spring-2018-campaign-exclusive-photos,
['2017-10-31 00:00:00'],01b6e579e3d74f6e9a8b07c33e9eedde6f2f5bcb,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/south-korea-incheon-airport-opening-cosmetic-surgery-center,
['2017-11-16 00:00:00'],b0cd249c78844b9f56e187c95f56f6539fccf9ca,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/most-expensive-salon-spa-treatments-review,
['2016-11-19 00:00:00'],2307c35f14de44e440b4f11b13ae7a42760ab539,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/finland-sauna-culture,
['2016-08-09 00:00:00'],50fe2705e94714904be73114391b4da31dad4bc7,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/simone-biles-sparkly-liner-look,
,70e2a410d0a0c889a5698131a400cf59aa590411,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/simple-anti-aging-makeup-tricks,"[""Fill in Your Brows Anna Paquin at the Scream 4 premiere in 2011 Our hair gets thinner as we get older, which is why lush, full brows are such a staple of youth. Anna has naturally thick brows, but I still like to fill them in with powder. Choose a shade somewhere between the color of your skin and the color of your brows (I like Laura Mercier Brow Powder Duos ). Never try to reshape your eyebrows with the powder, though—you won't fool anyone."", ""Don't Be Afraid to Shine Milla Jovovich at the Academy Awards in 2012 Most people don't realize that you get a double lift from highlighting the cheekbones. It illuminates the cheeks and brings attention to your eyes. What I like about the shimmer on Milla's cheekbones is that it's soft and subtle. And to make it subtle, it's got to be just the right iridescent shade of peach champagne ( L'Oréal Paris Magic Lumi Highlighter is perfect). If it's too white or too gold, it looks patchy. For dark skin, choose a bronzy hue, like Nars Multiple in South Beach.""]"
['2017-01-10 00:00:00'],73ba56cfea4a959fe4e59813ae3b8f4a8acd7e32,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/new-guerlain-meteorites-pearls-highlighter-launch?mbid_relatedlink,
['2016-09-16 00:00:00'],0cba24f207df9dccda2d83fb8101250eb3cb4055,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/alarm-clock-sex-toy,
,8032ec5631cc21e7823b864a5840d424a3a51be9,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/look-now-wavy-hair,"[""Crimped Waves When you think about it, crimped hair is just very ( very ) tight, horizontal waves—space those waves farther apart and you lose the '80s hair-band comparisons. That's exactly what hairstylist Odile Gilbert did at Thakoon, where she used a triple-barrel iron for a crimped effect that felt downright futuristic (thanks to the wet-looking texture and a row of bobby pins across the back of the head). To try the look at home (without buying a crimping iron you'll only break out once a year), French braid your hair before you go to bed—one braid for looser crimps, two for tighter ones. When you wake up and unbraid your hair, you can define the waves and remove any frizz with a dime-size amount of styling cream, like Shu Uemura Art of Hair Cotton Uzu Defining Flexible Cream, run through the midhsaft to ends.""]"
['2016-09-12 00:00:00'],8b732cb3d5300a9ee6e6443f3050b279adad5e3d,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/new-alarm-clock-app,
['2015-11-03 00:00:00'],6860d710f1f6b59f03dad28101b2d785b3608927,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/best-energizing-morning-products,
['2016-06-24 00:00:00'],446390bad9cc26e92ca3a627d9c3e2540db2b2f2,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/history-of-massage?intcid=inline_amp,
['2016-08-18 00:00:00'],04c739a44d7677f63c056917f5d459938811d70a,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/paul-mitchell-virtual-hair-app,
['2017-03-07 00:00:00'],445599839100aee39c91b476eb58bd1645549a0b,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/devacurl-buildup-buster,
['2017-12-11 00:00:00'],d5d810eb57003a0aea0bb5630e706764004d43f0,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/meghan-markle-racism-against-biracial-actresses,
['2017-11-27 00:00:00'],a7d433018aa89aaee9ac98b76a32de91f586b8a6,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/story/meghan-markle-engagement-ring,
['2017-12-07 00:00:00'],f81f60d7716ce3ced69c1daa79602dcf6fc8ccd2,a1f1-4db4-aeed,Period Skin Care Companies maternity skin care,https://www.allure.com/gallery/how-to-pump-up-fine-hair,
